product_image,product_name,product_price,product_discount
//images.samsung.com/is/image/samsung/assets/in/offer/online/mega-monsoon-delights/aue70aklxl.jpg?$PD_GALLERY_L_SHOP_JPG$,"Crystal 4K UHD Smart TV (55"") 55AUE70",₹ 559,16% Off
//images.samsung.com/is/image/samsung/assets/in/offer/online/mega-monsoon-delights/aue70aklxl.jpg?$PD_GALLERY_L_SHOP_JPG$,"Crystal 4K UHD Smart TV (58"") 58AUE70",₹ 574,19% Off
//images.samsung.com/is/image/samsung/assets/in/offer/online/mega-monsoon-delights/aue60aklxl.jpg?$PD_GALLERY_L_SHOP_JPG$,"4K Smart Crystal UHD TV (65"") 65AUE60",₹ 879,26% Off
//images.samsung.com/is/image/samsung/assets/in/offer/online/mega-monsoon-delights/aue70aklxl.jpg?$PD_GALLERY_L_SHOP_JPG$,"4K Smart Crystal UHD TV (65"") 65AUE70",₹ 919,26% Off
//images.samsung.com/is/image/samsung/p6pim/in/ua43au8000klxl/gallery/in-crystal-uhd-au8000-ua43au8000klxl-422180275?$2052_1641_PNG$,"4K Smart Crystal UHD TV (43"") AU8000",₹ 499,18% Off
//images.samsung.com/is/image/samsung/p6pim/in/ua43au9070ulxl/gallery/in-crystal-uhd-au9000-ua43au9070ulxl-422293401?$2052_1641_PNG$,"4K Smart Crystal UHD TV (43"") AU9070",₹ 529,41% Off
//images.samsung.com/is/image/samsung/p6pim/in/ua50au8000klxl/gallery/in-crystal-uhd-au8000-ua50au8000klxl-422180305?$2052_1641_PNG$,"4K Smart Crystal UHD TV (50"") AU8000",₹ 619,38% Off
//images.samsung.com/is/image/samsung/p6pim/in/ua55au9070ulxl/gallery/in-uhd-4k-tv-ua55au9070ulxl-front--black-464324381?$2052_1641_PNG$,"4K Smart Crystal UHD TV (55"") AU9070",₹ 749,32% Off
//images.samsung.com/is/image/samsung/in-hd-tv-t4340-ua32t4340akxxl-ua--t----akxxl-274199934?$PD_GALLERY_L_SHOP_JPG$,"Smart HD TV (32"") 32T4340",₹ 169,43% Off
//images.samsung.com/is/image/samsung/in-hd-tv-te40a-ua32te40aakxxl-frontgray-231880322?$684_547_PNG$,"Smart HD TV (32"") 32TE40A",₹ 179,31% Off
//images.samsung.com/is/image/samsung/in-full-hd-tv-te50fa-ua43te50fakxxl-frontblack-231881877?$2052_1641_PNG$,"Smart HD TV (43"") 43TE50F",₹ 319,24% Off
//images.samsung.com/is/image/samsung/in-soundbar-t400-hw-t400-xl-frontblack-234231322?$684_547_PNG$,"
                      Soundbar 2.0 Ch T400
                    ",₹ 65,26% Off
//images.samsung.com/is/image/samsung/p6pim/in/hw-a550-xl/gallery/in-hw-a550-hw-a550-xl-430203951?$684_547_PNG$,"
                      Soundbar 410W 2.1Ch A550
                    ",₹ 210,17% Off
//images.samsung.com/is/image/samsung/p6pim/in/hw-q600a-xl/gallery/in-hw-q600a-hw-q600a-xl-430203704?$684_547_PNG$,"
                      Soundbar 360W 3.1.2Ch Q600A
                    ",₹ 300,19% Off
//images.samsung.com/is/image/samsung/p6pim/in/hw-a450-xl/gallery/in-hw-a450-hw-a450-xl-431732936?$2052_1641_PNG$,"
                      Soundbar 300W 2.1Ch A450
                    ",₹ 160,24% Off
//images.samsung.com/is/image/samsung/p6pim/in/hw-a670-xl/gallery/in-hw-a670-hw-a670-xl-430203863?$684_547_PNG$,"
                      Soundbar 510W 5.1Ch A670
                    ",₹ 330,21% Off
//images.samsung.com/is/image/samsung/p6pim/in/hw-q950a-xl/gallery/in-hw-q950a-hw-q950a-xl-431732338?$684_547_PNG$,"
                      Soundbar 616W 11.1.4Ch Q950A
                    ",₹ 1130,24% Off
//images.samsung.com/is/image/samsung/p6pim/in/hw-q800a-xl/gallery/in-hw-q800a-hw-q800a-xl-431732684?$684_547_PNG$,"
                      Soundbar 330W 3.1.2Ch Q800A
                    ",₹ 460,24% Off
//images.samsung.com/is/image/samsung/in-ref-sbs-rs5000-rs72r5001m9-tl-frontsilver-149486672?$PD_GALLERY_L_SHOP_JPG$,"
                      700L with SpaceMax™ Technology RS72R5001M9
                    ",₹ 809,28% Off
//images.samsung.com/is/image/samsung/p6pim/in/rf57a5032s9-tl/gallery/in-ref-convertible-freezer-rf57a5032s9-tl-436322271?$684_547_PNG$,"
                      Twin Cooling Plus™ French Door Refrigerator (580L) RF57A5032S9
                    ",₹ 709,28% Off
//images.samsung.com/is/image/samsung/p6pim/in/rf87a9770sg-tl/gallery/in-family-hub-rf87a9770sg-tl-512919948?$684_547_PNG$,"
                      4-Door Flex French Door BESPOKE Family Hub™ Refrigerator (865L) RF87A9770SG
                    ",₹ 2829,16% Off
//images.samsung.com/is/image/samsung/p6pim/in/rf70a90t0sl-tl/gallery/in-rf9000ac-non-dispenser-fdr-with-triple-cooling-rf70a90t0sl-tl-512948516?$684_547_PNG$,"
                      French Door Refrigerator with Dual Flex Zone (705L) RF70A90T0SL
                    ",₹ 1493,19% Off
//images.samsung.com/is/image/samsung/p6pim/in/rf63a91c377-tl/gallery/in-bespoke-customizable-design-rf63a91c377-tl-512925605?$684_547_PNG$,"
                      4-Door Flex French Door BESPOKE Refrigerator (670L) RF63A91C377
                    ",₹ 1785,15% Off
//images.samsung.com/is/image/samsung/p6pim/in/rf57a5032b1-tl/gallery/in-ref-convertible-freezer-387445-rf57a5032b1-tl-436322366?$684_547_PNG$,"580L Twin Cooling Plus™ French Door Refrigerator RF57A5032B1
                    ",₹ 1785,14% Off
//images.samsung.com/is/image/samsung/p6pim/in/rf57a5232sl-tl/gallery/in-water-dispenser-convertible-freezer-rf57a5232sl-tl-436341150?$684_547_PNG$,"579L Twin Cooling Plus™ French Door Refrigerator RF57A5232SL
                    ",₹ 1573,15% Off
//images.samsung.com/is/image/samsung/in-side-by-side-rs74r5101sl-rs74r5101sl-tl-frontsilver-155205068?$684_547_PNG$,"RS74R5101SL Side by Side with SpaceMax™ Technology 676l
                    ",₹ 1653,14% Off
//images.samsung.com/is/image/samsung/in-top-mount-freezer-rt34t4513s8hl-rt34t4513s8-hl-frontsilver-205859001?$PD_GALLERY_L_SHOP_JPG$,"
                      Top Mount Freezer with Twin Cooling Plus™ (324L) RT34T4513S8
                    ",₹ 350,18% Off
//images.samsung.com/is/image/samsung/in-top-mount-freezer-rt37t4513s8hl-rt37t4513s8-hl-fronttitanumsilver-205859044?$PD_GALLERY_L_SHOP_JPG$,"
                      345L with Twin Cooling Plus™ RT37T4513S8
                    ",₹ 365,13% Off
//images.samsung.com/is/image/samsung/in-top-mount-freezer-rt30t3743s9hl-rt30t3743s9-hl-fronttitanumsilver-205858980?$684_547_PNG$,"
                      Top Mount Freezer with Convertible Freezer (275L) RT30T3743S9
                    ",₹ 290,10% Off
//images.samsung.com/is/image/samsung/in-top-mount-freezer-rt42m553es8tl-rt42m553es8-tl-frontsilver-62856167?$PD_GALLERY_L_SHOP_JPG$,"
                      Top Mount Freezer with Twin Cooling Plus™ (415L) RT42M553ES8
                    ",₹ 454,14% Off
//images.samsung.com/is/image/samsung/in-top-mount-freezer-rt28t3523s8hl-rt28t3523s8-hl-fronttitanumsilver-205858950?$PD_GALLERY_L_SHOP_JPG$,"
                      Top Mount Freezer with Curd Maestro™ (244L) RT28T3523S8
                    ",₹ 263,24% Off
//images.samsung.com/is/image/samsung/in-top-mount-freezer-rt30t3443s9hl-rt30t3443s9-hl-frontsilver-205858868?$PD_GALLERY_L_SHOP_JPG$,"
                      Top Mount Freezer with Digital Inverter Technology (275L) RT30T3443S9
                    ",₹ 274,18% Off
//images.samsung.com/is/image/samsung/in-top-mount-freezer-rt28t3743s8hl-rt28t3743s8-hl-frontsilver-205858923?$PD_GALLERY_L_SHOP_JPG$,"
                      Top Mount Freezer with Convertible Freezer (253L) RT28T3743S8
                    ",₹ 262,16% Off
//images.samsung.com/is/image/samsung/in-top-mount-freezer-rt28t3922r8hl-rt28t3922r8-hl-frontpeachred-205854038?$PD_GALLERY_L_SHOP_JPG$,"
                      Top Mount Freezer with Convertible Freezer (253L) RT28T3922R8
                    ",₹ 260,15% Off
//images.samsung.com/is/image/samsung/in-top-mount-freezer-rt28t3122s8hl-rt28t3122s8-hl-fronttitanumsilver-205842977?$PD_GALLERY_L_SHOP_JPG$,"
                      Top Mount Freezer with Base Stand Drawer (253L) RT28T3122S8
                    ",₹ 243,10% Off
//images.samsung.com/is/image/samsung/p6pim/in/rt28t3453ut-hl/gallery/in-top-mount-freezer-rt28t3453s9hl-316627-rt28t3453ut-hl-370471793?$684_547_PNG$,"
                      Top Mount Freezer with Digital Inverter Technology (253L) RT28T3453UT
                    ",₹ 247,15% Off
//images.samsung.com/is/image/samsung/in-324-litre-refrigerator-one-door-rt34m5538s8-rt34m5538s8-hl-frontsilver-117002900?$684_547_PNG$,"
                      Top Mount Freezer with Twin Cooling Plus™ (324L) RT34M5538S8
                    ",₹ 301,16% Off
//images.samsung.com/is/image/samsung/p6pim/in/rt39a5518s9-tl/gallery/in-394l-double-door-refrigerator-twin-cooling-plus%E2%84%A2-rt39a5518s9-rt39a5518s9-tl-374423752?$684_547_PNG$,"
                      Twin Cooling Plus™ Double Door (394L) RT39A5518S9
                    ",₹ 410,17% Off
//images.samsung.com/is/image/samsung/p6pim/in/rt39a5518s9-tl/gallery/in-394l-double-door-refrigerator-twin-cooling-plus%E2%84%A2-rt39a5518s9-rt39a5518s9-tl-374423752?$684_547_PNG$,"
                      Curd Maestro™ Double Door (336L) RT37A4632S9
                    ",₹ 370,15% Off
//images.samsung.com/is/image/samsung/p6pim/in/rt34a4622bx-hl/gallery/in-ref-tmf-rt4000-372088-rt34a4622bx-hl-371642305?$684_547_PNG$,"
                      Curd Maestro™ Double Door (314L) RT34A4622BX
                    ",₹ 340,23% Off
//images.samsung.com/is/image/samsung/p6pim/in/rt28a3032gs-hl/gallery/in-top-mount-freezer-rt28t3032sehl-316562-rt28a3032gs-hl-371641424?$684_547_PNG$,"
                      Digital Inverter Technology Double Door (253L) RT28A3032GS
                    ",₹ 226,23% Off
//images.samsung.com/is/image/samsung/p6pim/in/rt28a3021s8-hl/gallery/in-ref-tmf-rt3000-rt28a3021s8-hl-371641401?$684_547_PNG$,"
                      Digital Inverter Technology Double Door (253L) RT28A3021S8
                    ",₹ 203,23% Off
//images.samsung.com/is/image/samsung/p6pim/in/rt28a3453s8-hl/gallery/in-top-mount-freezer-rt28t3453s9hl-316627-rt28a3453s8-hl-371641776?$684_547_PNG$,"
                      Digital Inverter Technology Double Door (253L) RT28A3453S8
                    ",₹ 244,23% Off
//images.samsung.com/is/image/samsung/p6pim/in/rr20a1z2yu8-hl/gallery/in-httpsamsungcominrefrigerators1-door-377833-rr20a1z2yu8-hl-397205765?$684_547_PNG$,"
                      Single Door with Stylish Grandé Design (192L) RR20A1Z2YU8
                    ",₹ 156,23% Off
//images.samsung.com/is/image/samsung/in-one-door-rr21t2g2w9uhl-rr21t2g2w9u-hl-frontblue-202080866?$684_547_PNG$,198L Horizontal Curve Design Single Door Refrigerator RR21T2G2W9U,₹ 186,23% Off
//images.samsung.com/is/image/samsung/p6pim/in/rr21a2h2xut-hl/gallery/in-refrigerators1-door-rr21a2h2xut-hl-379979901?$684_547_PNG$,"
                      Horizontal Curve Design One Door (198L) RR21A2H2XUT
                    ",₹ 168,23% Off
//images.samsung.com/is/image/samsung/p6pim/in/rr21a2f2x9u-hl/gallery/in-rr21a2f2y-one-door-373832-rr21a2f2x9u-hl-380060263?$684_547_PNG$,198L Digi-Touch Cool™ Single Door Refrigerator RR21A2F2X9U,₹ 18,23% Off
//images.samsung.com/is/image/samsung/p6pim/in/rr23a2j3ybx-hl/gallery/in-curd-maestro-374556-rr23a2j3ybx-hl-383466982?$684_547_PNG$,220L Curd Maestro™ Single Door Refrigerator RR23A2J3YBX,₹ 18,11% Off
//images.samsung.com/is/image/samsung/p6pim/in/rr23a2f2y9u-hl/gallery/in-digi-touch-cool%E2%84%A2-374553-rr23a2f2y9u-hl-383466877?$684_547_PNG$,225L Digi-Touch Cool™ Single Door Refrigerator RR23A2F2Y9U,₹ 23,19% Off
//images.samsung.com/is/image/samsung/p6pim/in/rr21a2d2ys8-hl/gallery/in-rr21a2d2y-one-door-rr21a2d2ys8-hl-379963920?$684_547_PNG$,198L Digi-Touch Cool™ Single Door Refrigerator RR21A2D2YS8,₹ 23,15% Off
//images.samsung.com/is/image/samsung/p6pim/in/rr23a2f3xut-hl/gallery/in-digi-touch-cool%E2%84%A2-374558-rr23a2f3xut-hl-383467048?$684_547_PNG$,225L Digi-Touch Cool™ Single Door Refrigerator RR23A2F3XUT,₹ 20,10% Off
//images.samsung.com/is/image/samsung/p6pim/in/rr20a281bu8-nl/gallery/in-rr1500mh-377851-rr20a281bu8-nl-397219568?$684_547_PNG$,192L Stylish Grandé Design Single Door Refrigerator RR20A281BU8,₹ 23,9% Off
//images.samsung.com/is/image/samsung/p6pim/in/rr23a2k3xuz-hl/gallery/in-curd-maestro-374551-rr23a2k3xuz-hl-383466816?$684_547_PNG$,220L Curd Maestro™ Single Door Refrigerator RR23A2K3XUZ,₹ 23,12% Off
//images.samsung.com/is/image/samsung/p6pim/in/ww80t504dab-tl/gallery/in-front-loading-washer-ww10t534daws1-374541-ww80t504dab-tl-383418964?$684_547_PNG$,"Front Load with AI Control &amp SmartThings Connectivity (8.0kg) WW80T504DAB
                    ",₹ 406,12% Off
//images.samsung.com/is/image/samsung/p6pim/in/ww70t552dax-tl/gallery/in-front-loading-washer-ww10t554daws1-ww70t552dax-tl-383435784?$684_547_PNG$,WW70T552DAX Front Load with AI Control & SmartThings Connectivity 7.0Kg,₹ 429,12% Off
//images.samsung.com/is/image/samsung/in-front-loading-ww60r20glmatl-ww60r20glma-tl-white-265554007?$684_547_PNG$,"
                      Front Loading with Diamond Drum & Ceramic Heater (6.0Kg) WW60R20GLMA
                    ",₹ 229,12% Off
//images.samsung.com/is/image/samsung/in-front-loading-wd70m4443jwtl-wd70m4443jw-tl-white-319040577?$684_547_PNG$,"
                      Washer Dryer with Digital Inverter Technology (7.0Kg/5.0Kg) WD70M4443JW
                    ",₹ 410,25% Off
//images.samsung.com/is/image/samsung/p6pim/in/df60r8600cg-tl/gallery/in-dryer-df60r8600cgsc-df60r8600cg-tl-355267145?$684_547_PNG$,"
                      AirDresser DF60R8600CG
                    ",₹ 1150,11% Off
//images.samsung.com/is/image/samsung/p6pim/in/ww70t502ntw-tl/gallery/in-front-loading-washer-ww10t534daws1-374545-ww70t502ntw-tl-383435866?$684_547_PNG$,"Front Load with AI Control & SmartThings Connectivity (7.0kg) WW70T502NTW
                    ",₹ 343,23% Off
//images.samsung.com/is/image/samsung/p6pim/in/ww70t502nan-tl/gallery/in-front-loading-washer-ww10t534daws1-374545-ww70t502nan-tl-383435845?$684_547_PNG$,"Front Load with AI Control & SmartThings Connectivity (7.0kg) WW70T502NAN
                    ",₹ 358,21% Off
//images.samsung.com/is/image/samsung/p6pim/in/wa75a4022fs-tl/gallery/in-top-loading-wa75a4022fftl-350564-wa75a4022fs-tl-388106600?$2052_1641_PNG$,Top Load with Wobble (7.5kg) WA75A4022FS,₹ 202,14% Off
//images.samsung.com/is/image/samsung/p6pim/in/wa80t4560bm-tl/gallery/in-top-loading-washer-wa75t4560fmtl-379732-wa80t4560bm-tl-511317859?$2052_1641_PNG$,Top Load with ActivWash (8.0kg) WA80T4560BM,₹ 249,14% Off
//images.samsung.com/is/image/samsung/in-top-loading-wa70t4262bs-wa70t4262bs-tl-frontsilver-263502166?$684_547_PNG$,WA70T4262BS Top Loading with Wobble Technology 7.0Kg,₹ 206,20% Off
//images.samsung.com/is/image/samsung/p6pim/in/wa65a4002vs-tl/gallery/in-top-loading-wa65a4002gstl-350585-wa65a4002vs-tl-388106552?$684_547_PNG$,6.5kg with Center Jet WA65A4002VS,₹ 149,14% Off
//images.samsung.com/is/image/samsung/in-top-loading-wa70t4262gstl-wa70t4262gs-tl-silver-silver-246890530?$PD_GALLERY_L_SHOP_JPG$,Top Load with Inverter Motor (7.0kg) WA70T4262GS,₹ 189,18% Off
//images.samsung.com/is/image/samsung/in-top-loading-wa65t4262ggtl-wa65t4262gg-tl-silver-246890522?$684_547_PNG$,"
                      Top Loading Washing Machine with Inverter Motor (6.5Kg) WA65T4262GG
                    ",₹ 168,26% Off
//images.samsung.com/is/image/samsung/p6pim/in/wt95a4200ll-tl/gallery/in-twin-washer-wt95a4200lltl-wt95a4200ll-tl-379885864?$684_547_PNG$,WT95A4200LL Semi Automatic with Hexa Storm 9.5Kg,₹ 157,20% Off
//images.samsung.com/is/image/samsung/p6pim/in/wa70a4002gs-tl/gallery/in-top-loading-washer-wa75m4501hp-wa70a4002gs-tl-388106575?$684_547_PNG$,Top Load with Center Jet (7.0kg) WA70A4002GS,₹ 169,30% Off
//images.samsung.com/is/image/samsung/in-wt725qpndmpxtl-wt725qpndmpxtl-white-White-61390908?$684_547_PNG$,"
                      Semi Automatic with Easy To Move (7.2Kg) WT725QPNDMPXTL
                    ",₹ 104,18% Off
//images.samsung.com/is/image/samsung/p6pim/in/wt60r2000ll-tl/gallery/in-twin-washer-wt60r2000lltl-wt60r2000ll-tl-379916997?$2052_1641_PNG$,Semi Automatic with Air Turbo Drying System (6.0kg) WT60R2000LL,₹ 91,39% Off
//images.samsung.com/is/image/samsung/p6pim/in/ms23t5012ug-tl/gallery/in-mw5000t-371340-ms23t5012ug-tl-368757167?$2052_1641_PNG$,"
                      Solo MWO with Healthy Steam Cook (23L) MS23T5012UG
                    ",₹ 105,14% Off
//images.samsung.com/is/image/samsung/in-microwave-oven-convection-mc28h5013ak-mc28h5013ak-tl-203475009?$PD_GALLERY_L_SHOP_JPG$,"
                      Convection MWO with Curd Any Time (28L) MC28H5013AK
                    ",₹ 109,14% Off
//images.samsung.com/is/image/samsung/in-convection-mc32j7035ct-mc32j7035ct-tl-frontsilver-145994834?$PD_GALLERY_L_JPG$,Convection Microwave Oven with SLIM FRY™ (32L) MC32J7035CT,₹ 151,18% Off
//images.samsung.com/is/image/samsung/in-microwave-oven-convection-ce1041dsb2-tl-ce1041dsb2-tl-001-front-black?$PD_GALLERY_L_JPG$,"
                      Convection MWO with Slim Fry (28L) CE1041DSB2
                    ",₹ 115,20% Off
//images.samsung.com/is/image/samsung/in-microwave-oven-convection-mc28h5025vp-mc28h5025vp-tl-frontblack-100722408?$684_547_PNG$,"
                      Convection MWO with SlimFry™ (28L) MC28H5025VP
                    ",₹ 144,18% Off
//images.samsung.com/is/image/samsung/in-23-litre-solo-microwave-oven-ms23j5133ag-ms23j5133ag-tl-frontblack-117539116?$PD_GALLERY_L_JPG$,"
                      Solo Microwave Oven with Ceramic Enamel Cavity (23L) MS23J5133AG
                    ",₹ 63,21% Off
//images.samsung.com/is/image/samsung/in-21-litre-convection-microwave-oven-ce73jd-b-ce73jd-b-xtl-Black-121357600?$684_547_PNG$,Convection MWO with Ceramic Enamel Cavity (21L) CE73JD-B,₹ 94,18% Off
//images.samsung.com/is/image/samsung/in-microwave-oven-solo-ms23f301tak-ms23f301tak-tl-003-front-black?$PD_GALLERY_L_JPG$,"
                      Solo MWO with Auto Cook (23L) MS23F301TAK
                    ",₹ 55,9% Off
//images.samsung.com/is/image/samsung/p6pim/in/ms23t5012up-tl/gallery/in-mw5000t-371340-ms23t5012up-tl-368757209?$684_547_PNG$,"
                      23L Solo MWO with Healthy Steam Cook, MS23T5012UP
                    ",₹ 105,8% Off
//images.samsung.com/is/image/samsung/p6pim/in/ms23t5012uk-tl/gallery/in-mw5000t-371340-ms23t5012uk-tl-372668890?$684_547_PNG$,"
                      Solo MWO with Healthy Steam Cook (23L) MS23T5012UK
                    ",₹ 99,21% Off
//images.samsung.com/is/image/samsung/p6pim/in/mg23t5012ck-tl/gallery/in-mw5000t-mg23t5012ck-tl-372666744?$684_547_PNG$,"
                      Grill MWO with Grill Fry (23L) MG23T5012CK
                    ",₹ 110,16% Off
//images.samsung.com/is/image/samsung/in-microwave-oven-convection-mc28h5033ck-mc28h5033ck-tl-007-front-black?$684_547_PNG$,"
                      Convection MWO with SlimFry™, 28L, MC28H5033CK 
                    ",₹ 127,26% Off
//images.samsung.com/is/image/samsung/in-microwave-oven-convection-mc32k7056ck-mc32k7056ck-tl-frontblack-106459039?$684_547_PNG$,"
                      Convection MWO with Masala & Sun Dry™, 32L, MC32K7056CK 
                    ",₹ 205,31% Off
//images.samsung.com/is/image/samsung/p6pim/in/dw60m5042fw-tl/gallery/in-dw5500mm--dw60m5042fs-dw60m5042fw-tl-514994136?$2052_1641_PNG$,"
                      IntensiveWash™ Dishwasher DW60M5042FW
                    ",₹ 359,30% Off
//images.samsung.com/is/image/samsung/p6pim/in/dw60m5043fs-tl/gallery/in-dw5500mm--dw60m5042fs-404697-dw60m5043fs-tl-515007429?$2052_1641_PNG$,"
                      IntensiveWash™ Dishwasher DW60M5042FS
                    ",₹ 389,31% Off
//images.samsung.com/is/image/samsung/p6pim/in/dw60m5043fs-tl/gallery/in-dw5500mm--dw60m5042fs-404697-dw60m5043fs-tl-515007429?$2052_1641_PNG$,"
                      IntensiveWash™ Dishwasher DW60M5043FS
                    ",₹ 409,31% Off
//images.samsung.com/is/image/samsung/p6pim/in/dw60m6043fs-tl/gallery/in-dw5500mm--dw60m5042fs-404707-dw60m6043fs-tl-515032950?$2052_1641_PNG$,"
                      IntensiveWash™ Dishwasher DW60M6043FS
                    ",₹ 469,24% Off
//images.samsung.com/is/image/samsung/p6pim/in/ar12ay4zausnna/gallery/in-fast-cooling-368948-ar12ay4zausnna-363740251?$684_547_PNG$,"
                    Convertible 5-in-1 Inverter Split AC, 3.20kW - 1.0T AR12AY4ZAUS
                  ",₹ 341,32% Off
//images.samsung.com/is/image/samsung/p6pim/in/ar18aylzburnna/gallery/in-fast-cooling-371347-ar18aylzburnna-368757844?$684_547_PNG$,"
                    Convertible 5-in-1 Inverter Split AC, 5.00kW - 1.5T AR18AYLZBUR
                  ",₹ 352,31% Off
//images.samsung.com/is/image/samsung/p6pim/in/ar18aymzaurnna/gallery/in-fast-cooling-ar18aymzaurnna-363719902?$684_547_PNG$,"
                    Convertible 5-in-1 Inverter Split AC 5.00kW - 1.5T AR18AYMZAUR
                  ",₹ 369,32% Off
//images.samsung.com/is/image/samsung/p6pim/in/ar18aynzaurnna/gallery/in-fast-cooling-368940-ar18aynzaurnna-370579986?$684_547_PNG$,"
                    Convertible 5-in-1 Inverter Split AC, 5.00kW - 1.5T AR18AYNZAUR
                  ",₹ 399,30% Off
//images.samsung.com/is/image/samsung/p6pim/in/ar18aynzburnna/gallery/in-fast-cooling-371347-371347-ar18aynzburnna-429651975?$684_547_PNG$,"
                    Convertible 5-in-1 Hot & Cold Inverter Split AC, 5.00kW - 1.5T AR18AYNZBUR
                  ",₹ 399,30% Off
//images.samsung.com/is/image/samsung/p6pim/in/ar18ax4zawknna/gallery/in-fast-cooling-368940-ar18ax4zawknna-429688804?$684_547_PNG$,"
                    Convertible 5-in-1 Hot & Cold Inverter Split AC, 5.00kW - 1.5T AR18AX4ZAWK
                  ",₹ 419,26% Off
//images.samsung.com/is/image/samsung/p6pim/in/ar24ay4yatanna/gallery/in-fast-cooling-378149-ar24ay4yatanna-411914487?$684_547_PNG$,"
                    Convertible 5-in-1 Hot & Cold Inverter Split AC, 6.00kW - 2.0T AR24AY4YATA
                  ",₹ 489,39% Off
//images.samsung.com/is/image/samsung/p6pim/in/ar18ay5ybtznna/gallery/in-fast-cooling-393245-ar18ay5ybtznna-462151244?$684_547_PNG$,"
                    Convertible 5-in-1 Inverter AC, 5.00kW (1.5T) AR18AY5YBTZ
                  ",₹ 429,42% Off
//images.samsung.com/is/image/samsung/p6pim/in/ar18ay3zbpgnna/gallery/in-fast-cooling-371336-ar18ay3zbpgnna-368757038?$684_547_PNG$,"
                    Convertible Inverter Split AC, 5.00kW (1.5T) AR18AY3ZBPG
                  ",₹ 352,29% Off
//images.samsung.com/is/image/samsung/p6pim/in/ar18ay4zapgnna/gallery/in-fast-cooling-368944-ar18ay4zapgnna-363739976?$684_547_PNG$,"
                    Convertible Inverter Split AC, 5.00kW (1.5T) AR18AY4ZAPG
                  ",₹ 369,38% Off
//images.samsung.com/is/image/samsung/p6pim/in/ar18ay4zausnna/gallery/in-fast-cooling-368948-ar18ay4zausnna-363740276?$684_547_PNG$,"
                    Convertible Inverter Split AC, 5.00kW (1.5T) AR18AY4ZAUS
                  ",₹ 369,37% Off
//images.samsung.com/is/image/samsung/p6pim/in/ar12ay4zapgnna/gallery/in-fast-cooling-368944-ar12ay4zapgnna-363739951?$684_547_PNG$,"
                    Convertible Inverter Split AC, 3.20kW (1.0T) AR12AY4ZAPG
                  ",₹ 341,35% Off
//images.samsung.com/is/image/samsung/in-split-ac-ar18ty3qbpu-ar18ty3qbpunna-frontindiablue-205298693?$684_547_PNG$,AR18TY3QBPU Inverter Split AC powered by Digital Inverter with Faster Cooling 4.98kW (1.5T),₹ 279,34% Off
//images.samsung.com/is/image/samsung/in-split-ac-ar12ty5qawk-ar12ty5qawknna-frontwhite-205283603?$684_547_PNG$,AR12TY5QAWK Inverter Split AC powered by Digital Inverter with Faster Cooling 3.52kW (1.0T),₹ 314,39% Off
//images.samsung.com/is/image/samsung/p6pim/in/ls24am506nwxxl/gallery/in-smart-m5-24am50-ls24am506nwxxl-530310628?$2052_1641_PNG$,"Smart Monitor with Do-It-All Screen (24"") LS24AM506NWXXL",₹ 166,35% Off
//stg-images.samsung.com/is/image/samsung/p6pim/in/ls27am500nwxxl/gallery/in-smart-m5-27m50a-ls27am500nwxxl-422198643?$PD_GALLERY_L_JPG$,"Smart Monitor with Do-It-All Screen (27"") LS27AM500NWXXL",₹ 199,38% Off
//images.samsung.com/is/image/samsung/p6pim/in/ls27am501nwxxl/gallery/in-smart-m5-m50a-ls27am501nwxxl-530310433?$2052_1641_PNG$,"Smart Monitor with Do-It-All Screen (27"") LS27AM501NWXXL",₹ 204,44% Off
//stg-images.samsung.com/is/image/samsung/p6pim/in/ls32am500nwxxl/gallery/in-smart-m5-27m50a-384011-ls32am500nwxxl-422198824?$PD_GALLERY_L_JPG$,"Smart Monitor with Do-It-All Screen (32"") LS32AM500NWXXL",₹ 225,32% Off
//images.samsung.com/is/image/samsung/p6pim/in/ls32am501nwxxl/gallery/in-smart-m5-m50a-406370-ls32am501nwxxl-530310560?$2052_1641_PNG$,"Smart Monitor with Do-It-All Screen (32"") LS32AM501NWXXL",₹ 231,25% Off
//images.samsung.com/is/image/samsung/p6pim/in/ls32am700uwxxl/gallery/in-smart-m7-32m70a-ls32am700uwxxl-422198928?$PD_GALLERY_L_JPG$,"Smart Monitor with Do-It-All Screen (32"") LS32AM700UWXXL",₹ 344,37% Off
//images.samsung.com/is/image/samsung/p6pim/in/lf24g35tfwwxxl/gallery/in-odyssey-g3-24g35tf-lf24g35tfwwxxl-467158852?$2052_1641_PNG$,"Gaming Monitor with AMD freeSync (24"") LF24G35TFWWXXL",₹ 166,25% Off
//images.samsung.com/is/image/samsung/in-gaming-monitor-c27g55tqww-lc27g55tqwwxxl-frontblack-335280359?$2052_1641_PNG$,"Curved Gaming Monitor with WQHD resolution (27"") LC27G55TQWWXXL
                    ",₹ 236,30% Off
//images.samsung.com/is/image/samsung/in-gaming-monitor-c27rg50fqw-lc27rg50fqwxxl-frontblack-248905874?$2052_1641_PNG$,"Curved Gaming Monitor (27"") LC27RG50FQWXXL",₹ 252,42% Off
//images.samsung.com/is/image/samsung/p6pim/in/lc27g75tqswxxl/gallery/in-64-8cm-27-gaming-monitor-with-wqhd-resolution-240hz-refresh-rate-lc27g75tqswxxl-501389697?$684_547_PNG$,"Gaming Monitor with WQHD resolution (27"") LC27G75TQSWXXL",₹ 449,34% Off
